"Data generated on Tuesday, February 07, 2017 at 7:06:18 PM EST"
Area/Partners of Destination,,,,,January 2011 - December 2016
And Commodities Exported,,,,,Values in Thousands of dollars
,,,,Q1(Jan-Mar),Q2(Apr-Jun),Q3(Jul-Sep),Q4(Oct-Dec),Total,
Partner,HS Code,Product,Year,Value,Value,Value,Value,Value,Reporter Code,Partner Code,Product Code,
"Canada","0901210010","ORG COFFE RST ND","2016-2016","2,081","1,812","1,392","1,581","6,866","US","CA","0901210010",
"Canada","0901210050","COFFEE RST ND","2011-2011","112,837","141,497","140,690","160,415","555,439","US","CA","0901210050",
"Canada","0901210050","COFFEE RST ND","2012-2012","155,955","156,479","157,088","151,961","621,483","US","CA","0901210050",
"Canada","0901210050","COFFEE RST ND","2013-2013","120,363","127,174","137,559","153,548","538,644","US","CA","0901210050",
"Canada","0901210050","COFFEE RST ND","2014-2014","122,269","132,531","140,000","156,928","551,728","US","CA","0901210050",
"Canada","0901210050","COFFEE RST ND","2015-2015","122,511","115,482","133,880","128,964","500,836","US","CA","0901210050",
"Canada","0901210050","COFFEE RST ND","2016-2016","116,056","119,614","112,159","106,908","454,736","US","CA","0901210050",
"Canada","2103204010","ORG TMTO SAUC NE","2011-2011","8,063","4,615","3,865","1,886","18,429","US","CA","2103204010",
"Canada","2103204010","ORG TMTO SAUC NE","2012-2012","1,975","2,293","2,184","2,297","8,750","US","CA","2103204010",
"Canada","2103204010","ORG TMTO SAUC NE","2013-2013","2,904","3,012","2,529","2,680","11,125","US","CA","2103204010",
"Canada","2103204010","ORG TMTO SAUC NE","2014-2014","3,394","3,448","3,084","3,289","13,216","US","CA","2103204010",
"Canada","2103204010","ORG TMTO SAUC NE","2015-2015","3,378","3,741","3,703","3,875","14,697","US","CA","2103204010",
"Canada","2103204010","ORG TMTO SAUC NE","2016-2016","4,117","5,108","4,373","4,833","18,431","US","CA","2103204010",
"Canada","2103204050","TMTO SAUCES NES","2011-2011","34,109","29,775","35,055","38,908","137,847","US","CA","2103204050",
"Canada","2103204050","TMTO SAUCES NES","2012-2012","38,097","31,587","34,840","40,957","145,481","US","CA","2103204050",
"Canada","2103204050","TMTO SAUCES NES","2013-2013","38,793","34,840","34,498","40,762","148,894","US","CA","2103204050",
"Canada","2103204050","TMTO SAUCES NES","2014-2014","40,481","35,554","39,008","38,418","153,461","US","CA","2103204050",
"Canada","2103204050","TMTO SAUCES NES","2015-2015","34,749","35,780","36,151","36,926","143,605","US","CA","2103204050",
"Canada","2103204050","TMTO SAUCES NES","2016-2016","36,474","34,964","35,321","36,869","143,628","US","CA","2103204050",
"Japan","0702000015","ORG CHERRY TOMAT","2012-2012","0","0","17","0","17","US","JA","0702000015",
"Japan","0702000015","ORG CHERRY TOMAT","2014-2014","0","6","0","0","6","US","JA","0702000015",
"Japan","0702000015","ORG CHERRY TOMAT","2015-2015","0","0","15","0","15","US","JA","0702000015",
"Japan","0702000015","ORG CHERRY TOMAT","2016-2016","0","14","0","0","14","US","JA","0702000015",
"Japan","0702000035","ORG TOMATO OTHER","2012-2012","14","0","0","17","31","US","JA","0702000035",
"Japan","0702000035","ORG TOMATO OTHER","2013-2013","0","60","0","67","127","US","JA","0702000035",
"Japan","0702000035","ORG TOMATO OTHER","2014-2014","7","0","3","27","37","US","JA","0702000035",
"Japan","0702000035","ORG TOMATO OTHER","2015-2015","0","0","0","183","183","US","JA","0702000035",
"Japan","0702000035","ORG TOMATO OTHER","2016-2016","116","9","0","0","125","US","JA","0702000035",
"Japan","0702000065","TOMATOES OTHER","2011-2011","0","21","18","54","94","US","JA","0702000065",
"Japan","0702000065","TOMATOES OTHER","2012-2012","33","227","588","330","1,179","US","JA","0702000065",
"Japan","0702000065","TOMATOES OTHER","2013-2013","250","420","931","822","2,422","US","JA","0702000065",
"Japan","0702000065","TOMATOES OTHER","2014-2014","342","67","1,115","41","1,565","US","JA","0702000065",
"Japan","0702000065","TOMATOES OTHER","2015-2015","0","0","78","0","78","US","JA","0702000065",
"Japan","0702000065","TOMATOES OTHER","2016-2016","10","149","436","556","1,151","US","JA","0702000065",
"Japan","0703100010","ORG ONION SET FR","2012-2012","5","0","0","0","5","US","JA","0703100010",
"Japan","0703100010","ORG ONION SET FR","2016-2016","0","0","18","110","128","US","JA","0703100010",
"Japan","0703100050","ONION SETS FR/CH","2011-2011","127","87","110","308","632","US","JA","0703100050",
"Japan","0703100050","ONION SETS FR/CH","2012-2012","113","96","642","665","1,515","US","JA","0703100050",
"Japan","0703100050","ONION SETS FR/CH","2013-2013","61","0","798","3,282","4,141","US","JA","0703100050",
"Japan","0703100050","ONION SETS FR/CH","2014-2014","1,900","4","313","978","3,196","US","JA","0703100050",
"Japan","0703100050","ONION SETS FR/CH","2015-2015","828","52","140","142","1,163","US","JA","0703100050",
"Japan","0703100050","ONION SETS FR/CH","2016-2016","86","322","1,260","678","2,345","US","JA","0703100050",
"Japan","0704100010","ORG CAULFLOWR FR","2011-2011","960","3,239","4,356","2,042","10,598","US","JA","0704100010",
"Japan","0704100010","ORG CAULFLOWR FR","2012-2012","4,581","4,727","3,708","2,753","15,769","US","JA","0704100010",
"Japan","0704100010","ORG CAULFLOWR FR","2013-2013","1,553","2,952","2,663","2,016","9,184","US","JA","0704100010",
"Japan","0704100010","ORG CAULFLOWR FR","2014-2014","2,691","4,762","4,397","2,268","14,117","US","JA","0704100010",
"Japan","0704100010","ORG CAULFLOWR FR","2015-2015","1,695","3,866","3,348","887","9,795","US","JA","0704100010",
"Japan","0704100010","ORG CAULFLOWR FR","2016-2016","2,082","2,016","2,027","1,978","8,103","US","JA","0704100010",
"Japan","0704100050","CAULFLOWER FR/CH","2011-2011","1,542","2,870","4,129","2,670","11,212","US","JA","0704100050",
"Japan","0704100050","CAULFLOWER FR/CH","2012-2012","3,558","4,863","4,381","3,471","16,273","US","JA","0704100050",
"Japan","0704100050","CAULFLOWER FR/CH","2013-2013","1,828","5,215","4,652","2,562","14,256","US","JA","0704100050",
"Japan","0704100050","CAULFLOWER FR/CH","2014-2014","2,483","3,903","2,563","1,403","10,352","US","JA","0704100050",
"Japan","0704100050","CAULFLOWER FR/CH","2015-2015","859","1,820","339","123","3,141","US","JA","0704100050",
"Japan","0704100050","CAULFLOWER FR/CH","2016-2016","643","1,436","1,714","1,317","5,111","US","JA","0704100050",
"Japan","0704902010","ORG CABBAGE","2016-2016","142","201","62","54","460","US","JA","0704902010",
"Japan","0704902050","CABBAGE, FR/CH","2012-2012","35","0","0","0","35","US","JA","0704902050",
"Japan","0704902050","CABBAGE, FR/CH","2014-2014","0","0","0","4","4","US","JA","0704902050",
"Japan","0704902050","CABBAGE, FR/CH","2015-2015","0","0","6","0","6","US","JA","0704902050",
"Japan","0704902050","CABBAGE, FR/CH","2016-2016","0","0","0","100","100","US","JA","0704902050",
"Japan","0704904025","ORG BROCCOLI FR","2011-2011","568","309","362","287","1,526","US","JA","0704904025",
"Japan","0704904025","ORG BROCCOLI FR","2012-2012","688","965","543","756","2,951","US","JA","0704904025",
"Japan","0704904025","ORG BROCCOLI FR","2013-2013","457","674","1,071","1,340","3,542","US","JA","0704904025",
"Japan","0704904025","ORG BROCCOLI FR","2014-2014","1,071","532","697","314","2,613","US","JA","0704904025",
"Japan","0704904025","ORG BROCCOLI FR","2015-2015","148","428","67","10","653","US","JA","0704904025",
"Japan","0704904025","ORG BROCCOLI FR","2016-2016","29","240","0","0","269","US","JA","0704904025",
"Japan","0704904030","BROCCOLI FR/CH","2011-2011","6,878","8,274","12,122","7,145","34,420","US","JA","0704904030",
"Japan","0704904030","BROCCOLI FR/CH","2012-2012","9,910","12,104","9,668","7,017","38,699","US","JA","0704904030",
"Japan","0704904030","BROCCOLI FR/CH","2013-2013","4,222","10,022","8,526","6,514","29,283","US","JA","0704904030",
"Japan","0704904030","BROCCOLI FR/CH","2014-2014","7,764","10,897","8,355","5,568","32,584","US","JA","0704904030",
"Japan","0704904030","BROCCOLI FR/CH","2015-2015","3,101","9,382","8,120","2,442","23,045","US","JA","0704904030",
"Japan","0704904030","BROCCOLI FR/CH","2016-2016","5,604","9,353","10,288","11,506","36,751","US","JA","0704904030",
"Japan","0705110010","ORG HD LETTUCE","2014-2014","30","0","0","0","30","US","JA","0705110010",
"Japan","0705110010","ORG HD LETTUCE","2015-2015","0","0","13","0","13","US","JA","0705110010",
"Japan","0705110010","ORG HD LETTUCE","2016-2016","0","20","268","500","788","US","JA","0705110010",
"Japan","0705110050","HD LETTUCE FR/CH","2011-2011","313","633","725","836","2,506","US","JA","0705110050",
"Japan","0705110050","HD LETTUCE FR/CH","2012-2012","974","1,093","1,584","373","4,025","US","JA","0705110050",
"Japan","0705110050","HD LETTUCE FR/CH","2013-2013","112","463","858","793","2,227","US","JA","0705110050",
"Japan","0705110050","HD LETTUCE FR/CH","2014-2014","307","544","647","460","1,958","US","JA","0705110050",
"Japan","0705110050","HD LETTUCE FR/CH","2015-2015","208","733","1,136","565","2,642","US","JA","0705110050",
"Japan","0705110050","HD LETTUCE FR/CH","2016-2016","555","590","755","798","2,697","US","JA","0705110050",
"Japan","0705190010","ORG LETTUCE X HD","2011-2011","6","10","63","0","78","US","JA","0705190010",
"Japan","0705190010","ORG LETTUCE X HD","2012-2012","13","8","206","63","289","US","JA","0705190010",
"Japan","0705190010","ORG LETTUCE X HD","2013-2013","78","0","134","99","311","US","JA","0705190010",
"Japan","0705190010","ORG LETTUCE X HD","2014-2014","123","0","18","0","140","US","JA","0705190010",
"Japan","0705190020","ORG LETTUCE <1KG","2016-2016","68","49","113","102","333","US","JA","0705190020",
"Japan","0705190040","ORG LETTUCE X HD","2016-2016","70","10","69","2,513","2,662","US","JA","0705190040",
"Japan","0705190050","LETTUCE X HD FR","2011-2011","109","157","724","180","1,170","US","JA","0705190050",
"Japan","0705190050","LETTUCE X HD FR","2012-2012","417","242","333","830","1,822","US","JA","0705190050",
"Japan","0705190050","LETTUCE X HD FR","2013-2013","511","424","242","511","1,688","US","JA","0705190050",
"Japan","0705190050","LETTUCE X HD FR","2014-2014","252","151","230","151","784","US","JA","0705190050",
"Japan","0705190050","LETTUCE X HD FR","2015-2015","43","75","144","119","381","US","JA","0705190050",
"Japan","0705190050","LETTUCE X HD FR","2016-2016","233","42","6","1,019","1,300","US","JA","0705190050",
"Japan","0706103010","ORG CARROTS FR/C","2011-2011","3","0","0","0","3","US","JA","0706103010",
"Japan","0706103020","ORG CARROT <11CM","2016-2016","0","0","0","7","7","US","JA","0706103020",
"Japan","0706103030","ORG CARROT NESOI","2015-2015","21","21","0","0","41","US","JA","0706103030",
"Japan","0706103050","CARROTS FR/CH","2011-2011","53","45","55","61","214","US","JA","0706103050",
"Japan","0706103050","CARROTS FR/CH","2012-2012","60","70","22","119","270","US","JA","0706103050",
"Japan","0706103050","CARROTS FR/CH","2013-2013","59","32","16","54","161","US","JA","0706103050",
"Japan","0706103050","CARROTS FR/CH","2014-2014","9","52","26","13","100","US","JA","0706103050",
"Japan","0706103050","CARROTS FR/CH","2015-2015","50","36","8","69","163","US","JA","0706103050",
"Japan","0706103050","CARROTS FR/CH","2016-2016","22","11","11","62","106","US","JA","0706103050",
"Japan","0707000050","CUCMBERS,FR/CH","2016-2016","0","0","0","7","7","US","JA","0707000050",
"Japan","0708101000","ORG PEAS FC","2016-2016","0","6","0","0","6","US","JA","0708101000",
"Japan","0709202000","ORG ASPARAGUS FC","2016-2016","11","7","0","87","106","US","JA","0709202000",
"Japan","0709400010","ORG CELERY FR/CH","2013-2013","0","3","16","0","19","US","JA","0709400010",
"Japan","0709400010","ORG CELERY FR/CH","2014-2014","131","808","637","17","1,592","US","JA","0709400010",
"Japan","0709400010","ORG CELERY FR/CH","2015-2015","0","0","15","39","54","US","JA","0709400010",
"Japan","0709400010","ORG CELERY FR/CH","2016-2016","219","530","550","247","1,546","US","JA","0709400010",
"Japan","0709400050","CELERY FR/CH","2011-2011","858","903","1,112","954","3,828","US","JA","0709400050",
"Japan","0709400050","CELERY FR/CH","2012-2012","1,249","1,835","1,427","1,660","6,170","US","JA","0709400050",
"Japan","0709400050","CELERY FR/CH","2013-2013","2,132","1,638","1,122","1,256","6,148","US","JA","0709400050",
"Japan","0709400050","CELERY FR/CH","2014-2014","1,050","562","549","1,044","3,204","US","JA","0709400050",
"Japan","0709400050","CELERY FR/CH","2015-2015","1,093","1,563","1,025","734","4,415","US","JA","0709400050",
"Japan","0709400050","CELERY FR/CH","2016-2016","1,148","1,063","996","1,079","4,286","US","JA","0709400050",
"Japan","0709600010","ORG PEPPERS FR/C","2011-2011","0","0","59","39","98","US","JA","0709600010",
"Japan","0709600010","ORG PEPPERS FR/C","2012-2012","0","44","35","0","79","US","JA","0709600010",
"Japan","0709600010","ORG PEPPERS FR/C","2013-2013","35","27","0","0","62","US","JA","0709600010",
"Japan","0709600050","PEPPERS FR/CH","2011-2011","103","238","368","56","766","US","JA","0709600050",
"Japan","0709600050","PEPPERS FR/CH","2012-2012","0","0","11","0","11","US","JA","0709600050",
"Japan","0709700010","ORG SPINACH FR/C","2013-2013","0","0","6","0","6","US","JA","0709700010",
"Japan","0709700050","SPINACH FR/CH","2012-2012","0","3","0","0","3","US","JA","0709700050",
"Japan","0805100045","ORG ORANGES FR/D","2011-2011","1,358","992","473","23","2,846","US","JA","0805100045",
"Japan","0805100045","ORG ORANGES FR/D","2012-2012","153","405","0","0","557","US","JA","0805100045",
"Japan","0805100045","ORG ORANGES FR/D","2013-2013","36","0","0","0","36","US","JA","0805100045",
"Japan","0805100045","ORG ORANGES FR/D","2014-2014","0","0","0","10","10","US","JA","0805100045",
"Japan","0805100045","ORG ORANGES FR/D","2015-2015","51","62","0","0","113","US","JA","0805100045",
"Japan","0805100045","ORG ORANGES FR/D","2016-2016","204","170","0","17","391","US","JA","0805100045",
"Japan","0805100065","ORANGES NES FR/D","2011-2011","32,859","37,773","1,650","7,914","80,196","US","JA","0805100065",
"Japan","0805100065","ORANGES NES FR/D","2012-2012","45,536","45,610","435","8,926","100,508","US","JA","0805100065",
"Japan","0805100065","ORANGES NES FR/D","2013-2013","44,218","28,413","588","9,496","82,715","US","JA","0805100065",
"Japan","0805100065","ORANGES NES FR/D","2014-2014","33,725","27,498","733","5,570","67,526","US","JA","0805100065",
"Japan","0805100065","ORANGES NES FR/D","2015-2015","30,656","30,788","156","3,109","64,709","US","JA","0805100065",
"Japan","0805100065","ORANGES NES FR/D","2016-2016","34,249","38,396","423","7,505","80,573","US","JA","0805100065",
"Japan","0805400010","ORG GRAPEFRUIT","2012-2012","411","575","0","55","1,042","US","JA","0805400010",
"Japan","0805400010","ORG GRAPEFRUIT","2013-2013","136","698","0","0","834","US","JA","0805400010",
"Japan","0805400010","ORG GRAPEFRUIT","2014-2014","253","1,208","0","121","1,582","US","JA","0805400010",
"Japan","0805400010","ORG GRAPEFRUIT","2015-2015","311","122","0","0","434","US","JA","0805400010",
"Japan","0805400010","ORG GRAPEFRUIT","2016-2016","151","403","0","1,133","1,687","US","JA","0805400010",
"Japan","0805400050","GRAPEFRUIT,FRESH","2012-2012","48,868","6,270","19","26,451","81,608","US","JA","0805400050",
"Japan","0805400050","GRAPEFRUIT,FRESH","2013-2013","33,503","5,937","0","20,601","60,041","US","JA","0805400050",
"Japan","0805400050","GRAPEFRUIT,FRESH","2014-2014","27,144","3,646","0","17,341","48,130","US","JA","0805400050",
"Japan","0805400050","GRAPEFRUIT,FRESH","2015-2015","24,898","4,683","0","17,049","46,630","US","JA","0805400050",
"Japan","0805400050","GRAPEFRUIT,FRESH","2016-2016","21,138","2,552","0","17,955","41,645","US","JA","0805400050",
"Japan","0805502010","ORG LEMONS FR/D","2011-2011","129","39","15","544","726","US","JA","0805502010",
"Japan","0805502010","ORG LEMONS FR/D","2012-2012","196","143","0","5","343","US","JA","0805502010",
"Japan","0805502010","ORG LEMONS FR/D","2013-2013","60","63","10","174","306","US","JA","0805502010",
"Japan","0805502010","ORG LEMONS FR/D","2014-2014","0","0","0","154","154","US","JA","0805502010",
"Japan","0805502010","ORG LEMONS FR/D","2015-2015","45","32","19","32","127","US","JA","0805502010",
"Japan","0805502010","ORG LEMONS FR/D","2016-2016","228","736","12","319","1,296","US","JA","0805502010",
"Japan","0805502050","LEMONS FR/D","2011-2011","13,661","13,312","4,330","12,841","44,144","US","JA","0805502050",
"Japan","0805502050","LEMONS FR/D","2012-2012","14,650","15,229","4,083","12,948","46,909","US","JA","0805502050",
"Japan","0805502050","LEMONS FR/D","2013-2013","12,905","16,320","4,179","24,426","57,830","US","JA","0805502050",
"Japan","0805502050","LEMONS FR/D","2014-2014","21,723","20,210","3,470","17,570","62,974","US","JA","0805502050",
"Japan","0805502050","LEMONS FR/D","2015-2015","25,515","18,865","4,973","16,709","66,063","US","JA","0805502050",
"Japan","0805502050","LEMONS FR/D","2016-2016","18,001","14,821","4,285","19,315","56,423","US","JA","0805502050",
"Japan","0805505010","ORG LIMES FD","2016-2016","0","0","0","5","5","US","JA","0805505010",
"Japan","0806100010","ORG GRAPES FRESH","2011-2011","0","39","869","5,444","6,353","US","JA","0806100010",
"Japan","0806100010","ORG GRAPES FRESH","2012-2012","485","48","740","717","1,990","US","JA","0806100010",
"Japan","0806100010","ORG GRAPES FRESH","2013-2013","0","0","1,482","3,628","5,109","US","JA","0806100010",
"Japan","0806100010","ORG GRAPES FRESH","2014-2014","98","0","1,953","2,702","4,752","US","JA","0806100010",
"Japan","0806100010","ORG GRAPES FRESH","2015-2015","80","0","1,519","3,274","4,873","US","JA","0806100010",
"Japan","0806100010","ORG GRAPES FRESH","2016-2016","0","0","659","5,776","6,435","US","JA","0806100010",
"Japan","0806100050","GRAPES FRESH","2011-2011","0","815","5,196","7,606","13,617","US","JA","0806100050",
"Japan","0806100050","GRAPES FRESH","2012-2012","619","1,419","8,675","14,141","24,855","US","JA","0806100050",
"Japan","0806100050","GRAPES FRESH","2013-2013","245","848","7,473","14,118","22,683","US","JA","0806100050",
"Japan","0806100050","GRAPES FRESH","2014-2014","22","1,780","6,936","8,743","17,481","US","JA","0806100050",
"Japan","0806100050","GRAPES FRESH","2015-2015","39","1,015","7,215","8,804","17,074","US","JA","0806100050",
"Japan","0806100050","GRAPES FRESH","2016-2016","226","776","11,181","25,077","37,259","US","JA","0806100050",
"Japan","0807111000","ORG WATERMELON","2015-2015","0","0","50","0","50","US","JA","0807111000",
"Japan","0807111000","ORG WATERMELON","2016-2016","0","0","116","25","140","US","JA","0807111000",
"Japan","0808100010","ORG APPLES FRESH","2016-2016","0","8","0","0","8","US","JA","0808100010",
"Japan","0808100050","APPLES FRESH","2011-2011","0","0","0","93","93","US","JA","0808100050",
"Japan","0808100050","APPLES FRESH","2012-2012","338","105","0","30","474","US","JA","0808100050",
"Japan","0808100050","APPLES FRESH","2013-2013","0","0","0","18","18","US","JA","0808100050",
"Japan","0808100050","APPLES FRESH","2015-2015","0","82","0","3","85","US","JA","0808100050",
"Japan","0808100050","APPLES FRESH","2016-2016","46","54","12","23","136","US","JA","0808100050",
"Japan","0809200010","ORG CHERRIES FR","2011-2011","0","4,857","251","0","5,108","US","JA","0809200010",
"Japan","0809200050","CHERRIES FR","2011-2011","0","64,615","12,897","0","77,512","US","JA","0809200050",
"Japan","0809290010","ORG CHER N/SR FR","2015-2015","0","392","0","0","392","US","JA","0809290010",
"Japan","0809290010","ORG CHER N/SR FR","2016-2016","0","49","50","0","98","US","JA","0809290010",
"Japan","0809290050","CHER N/SR FR","2012-2012","0","64,420","12,176","15","76,611","US","JA","0809290050",
"Japan","0809290050","CHER N/SR FR","2013-2013","0","49,736","5,759","0","55,495","US","JA","0809290050",
"Japan","0809290050","CHER N/SR FR","2014-2014","0","37,820","6,454","0","44,275","US","JA","0809290050",
"Japan","0809290050","CHER N/SR FR","2015-2015","0","30,630","1,230","0","31,859","US","JA","0809290050",
"Japan","0809290050","CHER N/SR FR","2016-2016","0","37,981","2,118","0","40,099","US","JA","0809290050",
"Japan","0810100010","ORG STRAWBERS FR","2011-2011","0","46","760","535","1,342","US","JA","0810100010",
"Japan","0810100010","ORG STRAWBERS FR","2012-2012","0","0","12","1,175","1,187","US","JA","0810100010",
"Japan","0810100010","ORG STRAWBERS FR","2013-2013","407","298","385","339","1,429","US","JA","0810100010",
"Japan","0810100010","ORG STRAWBERS FR","2014-2014","36","14","0","77","127","US","JA","0810100010",
"Japan","0810100010","ORG STRAWBERS FR","2015-2015","73","3","9","0","85","US","JA","0810100010",
"Japan","0810100010","ORG STRAWBERS FR","2016-2016","0","583","4,572","1,045","6,200","US","JA","0810100010",
"Japan","0810100050","STRAWBERRIES FR","2011-2011","663","2,383","10,137","8,548","21,732","US","JA","0810100050",
"Japan","0810100050","STRAWBERRIES FR","2012-2012","217","2,332","11,840","9,620","24,009","US","JA","0810100050",
"Japan","0810100050","STRAWBERRIES FR","2013-2013","71","1,894","11,758","9,282","23,005","US","JA","0810100050",
"Japan","0810100050","STRAWBERRIES FR","2014-2014","101","2,298","12,494","9,591","24,483","US","JA","0810100050",
"Japan","0810100050","STRAWBERRIES FR","2015-2015","254","2,185","9,824","6,092","18,354","US","JA","0810100050",
"Japan","0810100050","STRAWBERRIES FR","2016-2016","348","1,287","4,344","5,220","11,199","US","JA","0810100050",
"Japan","0810202000","ORG BERRIES","2015-2015","1,283","2,335","2,591","1,294","7,503","US","JA","0810202000",
"Japan","0810202000","ORG BERRIES","2016-2016","480","1,038","1,155","556","3,230","US","JA","0810202000",
"Japan","0810400026","ORG CULT BLUEBER","2011-2011","25","138","21","0","183","US","JA","0810400026",
"Japan","0810400026","ORG CULT BLUEBER","2012-2012","0","57","50","0","107","US","JA","0810400026",
"Japan","0810400026","ORG CULT BLUEBER","2013-2013","0","97","9","0","106","US","JA","0810400026",
"Japan","0810400026","ORG CULT BLUEBER","2014-2014","18","0","64","5","86","US","JA","0810400026",
"Japan","0810400026","ORG CULT BLUEBER","2015-2015","0","583","499","0","1,082","US","JA","0810400026",
"Japan","0810400026","ORG CULT BLUEBER","2016-2016","36","0","41","62","139","US","JA","0810400026",
"Japan","0810400029","CULT BLUEBERS FR","2011-2011","927","1,897","2,403","1,077","6,304","US","JA","0810400029",
"Japan","0810400029","CULT BLUEBERS FR","2012-2012","217","1,095","4,191","609","6,111","US","JA","0810400029",
"Japan","0810400029","CULT BLUEBERS FR","2013-2013","92","930","3,369","192","4,583","US","JA","0810400029",
"Japan","0810400029","CULT BLUEBERS FR","2014-2014","0","1,107","3,963","9","5,080","US","JA","0810400029",
"Japan","0810400029","CULT BLUEBERS FR","2015-2015","0","1,321","1,471","0","2,792","US","JA","0810400029",
"Japan","0810400029","CULT BLUEBERS FR","2016-2016","0","972","1,045","22","2,039","US","JA","0810400029",
"Japan","0901210010","ORG COFFE RST ND","2011-2011","170","113","129","225","636","US","JA","0901210010",
"Japan","0901210010","ORG COFFE RST ND","2012-2012","353","411","577","111","1,452","US","JA","0901210010",
"Japan","0901210010","ORG COFFE RST ND","2013-2013","132","272","26","20","451","US","JA","0901210010",
"Japan","0901210010","ORG COFFE RST ND","2014-2014","23","47","20","35","125","US","JA","0901210010",
"Japan","0901210010","ORG COFFE RST ND","2015-2015","121","78","151","83","433","US","JA","0901210010",
"Japan","0901210010","ORG COFFE RST ND","2016-2016","167","53","80","71","371","US","JA","0901210010",
"Japan","0901210050","COFFEE RST ND","2011-2011","10,495","9,083","11,872","15,223","46,673","US","JA","0901210050",
"Japan","0901210050","COFFEE RST ND","2012-2012","18,221","21,512","15,122","17,658","72,513","US","JA","0901210050",
"Japan","0901210050","COFFEE RST ND","2013-2013","16,810","11,925","13,646","20,083","62,464","US","JA","0901210050",
"Japan","0901210050","COFFEE RST ND","2014-2014","15,522","13,638","8,987","10,293","48,440","US","JA","0901210050",
"Japan","0901210050","COFFEE RST ND","2015-2015","11,279","9,608","11,962","11,343","44,192","US","JA","0901210050",
"Japan","0901210050","COFFEE RST ND","2016-2016","11,255","8,585","11,934","11,190","42,964","US","JA","0901210050",
"Japan","2103204010","ORG TMTO SAUC NE","2011-2011","0","21","15","59","95","US","JA","2103204010",
"Japan","2103204010","ORG TMTO SAUC NE","2012-2012","34","0","413","271","718","US","JA","2103204010",
"Japan","2103204010","ORG TMTO SAUC NE","2013-2013","103","258","413","416","1,190","US","JA","2103204010",
"Japan","2103204010","ORG TMTO SAUC NE","2014-2014","258","419","157","295","1,129","US","JA","2103204010",
"Japan","2103204010","ORG TMTO SAUC NE","2015-2015","459","502","483","294","1,738","US","JA","2103204010",
"Japan","2103204010","ORG TMTO SAUC NE","2016-2016","285","242","545","246","1,319","US","JA","2103204010",
"Japan","2103204050","TMTO SAUCES NES","2011-2011","1,157","1,211","1,499","2,039","5,906","US","JA","2103204050",
"Japan","2103204050","TMTO SAUCES NES","2012-2012","2,564","3,387","1,989","2,263","10,202","US","JA","2103204050",
"Japan","2103204050","TMTO SAUCES NES","2013-2013","3,351","3,271","3,517","3,267","13,407","US","JA","2103204050",
"Japan","2103204050","TMTO SAUCES NES","2014-2014","3,897","6,055","1,946","2,358","14,254","US","JA","2103204050",
"Japan","2103204050","TMTO SAUCES NES","2015-2015","4,608","4,267","4,787","2,194","15,856","US","JA","2103204050",
"Japan","2103204050","TMTO SAUCES NES","2016-2016","2,538","2,843","3,765","2,691","11,837","US","JA","2103204050",
"Korea, South","0701900070","ORG POTATO XSD","2013-2013","0","0","8","0","8","US","KS","0701900070",
"Korea, South","0702000015","ORG CHERRY TOMAT","2012-2012","0","51","0","0","51","US","KS","0702000015",
"Korea, South","0702000015","ORG CHERRY TOMAT","2013-2013","126","585","0","0","711","US","KS","0702000015",
"Korea, South","0702000015","ORG CHERRY TOMAT","2014-2014","0","0","0","25","25","US","KS","0702000015",
"Korea, South","0702000015","ORG CHERRY TOMAT","2016-2016","54","99","14","0","168","US","KS","0702000015",
"Korea, South","0702000035","ORG TOMATO OTHER","2012-2012","0","37","11","0","48","US","KS","0702000035",
"Korea, South","0702000035","ORG TOMATO OTHER","2015-2015","0","0","0","20","20","US","KS","0702000035",
"Korea, South","0702000045","CHERRY TOMATO","2013-2013","0","89","0","0","89","US","KS","0702000045",
"Korea, South","0702000065","TOMATOES OTHER","2014-2014","0","0","0","30","30","US","KS","0702000065",
"Korea, South","0702000065","TOMATOES OTHER","2015-2015","54","30","0","125","209","US","KS","0702000065",
"Korea, South","0702000065","TOMATOES OTHER","2016-2016","30","0","0","0","30","US","KS","0702000065",
"Korea, South","0703100010","ORG ONION SET FR","2016-2016","7","0","0","0","7","US","KS","0703100010",
"Korea, South","0703100050","ONION SETS FR/CH","2012-2012","0","0","303","672","974","US","KS","0703100050",
"Korea, South","0703100050","ONION SETS FR/CH","2014-2014","0","0","8","0","8","US","KS","0703100050",
"Korea, South","0703100050","ONION SETS FR/CH","2015-2015","0","0","0","30","30","US","KS","0703100050",
"Korea, South","0704100010","ORG CAULFLOWR FR","2011-2011","0","0","0","30","30","US","KS","0704100010",
"Korea, South","0704100010","ORG CAULFLOWR FR","2012-2012","15","9","0","0","24","US","KS","0704100010",
"Korea, South","0704100010","ORG CAULFLOWR FR","2013-2013","0","0","0","12","12","US","KS","0704100010",
"Korea, South","0704100010","ORG CAULFLOWR FR","2014-2014","22","0","0","0","22","US","KS","0704100010",
"Korea, South","0704100010","ORG CAULFLOWR FR","2016-2016","0","0","18","0","18","US","KS","0704100010",
"Korea, South","0704100050","CAULFLOWER FR/CH","2011-2011","0","34","10","0","44","US","KS","0704100050",
"Korea, South","0704100050","CAULFLOWER FR/CH","2012-2012","149","329","426","92","996","US","KS","0704100050",
"Korea, South","0704100050","CAULFLOWER FR/CH","2013-2013","30","187","38","11","266","US","KS","0704100050",
